meaning_id;word;definition;examples_markdown
6250;id;"buriti";"nasilьno uničižati, lomiti stěny doma, kreposti abo ostanovļati stvorene, rušitь";"*Rabotniki s pomočju mašine počeli **buriti** stary zlamany budynȯk.*"
6251;id;"burja větra";"nagly močny vozdųšny krizis, vėterь s gigantskoju brzinoju i nasilьstvom";"*Velila **burja větra** zlamała centralьnu antenu na krově našego doma.*"
6252;id;"burja";"močny doždь, věterь i blěskavice na nebu, tyažka meteororődna tragedija";"*Poslě močnoj **burje** cělo sělskoje polě prěměnilo sę v tyažkoje bagno.*"
6253;id;"burjan";"zla, ne-polezna trava, ktora actively raste na sělskom polų i uničižeje batat";"*Rabotnik čistil cěly dvorь od tyažkogo lěsnoho **burjana** prěz cěly aprilj.*"
6254;id;"burjatsky";"ktory tyče sę Burjatov, mongolьskogo naroda v Sibiri, abo njihnego jazyka";"*Oni izučavali **burjatsky** dialekt i v vostočnu kulьturų v universitetě.*"
6255;id;"buŕlivy";"ktory imaie harakter burje, polny emocii, gněva, ne-mirny i bostrý";"*Medžu timi dvěma partijami počel sę velmi **buŕlivy** politicalьny spor.*"
6256;id;"buŕny";"tože, čto i buŕlivy; ktory dvyže sę s gigantskoju siloju i glosnym zvųkom";"*V centralьnom soboru počelo sę **buŕnoje** aplodovańje poslě rěči barda.*"
6257;id;"buržuazija";"bogaty sloj obščestva, lųdi-bogači, ktori vlastniątь capital i fabriki";"*Francuska **buržuazija** dastała močnu vlastь poslě dųgogo bųnta.*"
6258;id;"buržuazny";"ktory tyče sę buržuazije, polny luksusa, dohodu i capitalisticeskogo stilja";"*Oni prěveli lětne dni v tutejšem dorgom **buržuaznom** hotelu blizo morja.*"
6259;id;"butylka";"sklanjana dųgora posuda s uzkoju golovoju dlja hraneńja vasera, mlekа abo vina";"*Otec otvorył jednu **butylkų** vkusnogo argentińskogo vina dlja večerje.*"
6260;id;"by";"častica v gramatikě, ktora stvori kondicionalьny status, označaje 'esli by'";"*Ja kupił **by** to krasivo avto, ale ja nemam neoridnu sumu djenjezi.*"
6261;id;"byčėk";"maly, mlady byk, sělsky dětinec korove, abo specifična mala rěčna ryba";"*Maly **byčėk** medleno b bėgał blizo svojej matere po zelenoj trěvě.*"
6262;id;"byčji";"ktory prinadleži bykų, stvoreny iz byka abo imaie ego močnu silų";"*Lěkaŕ prěprověril **byčji** serdcerny děl dlja naučnogo eksperimenta.*"
6263;id;"byk";"mužska močna rogata životina, tųčny dětinec korove s gigantskoju siloju, korovьj";"*Močny **byk** počel bodati sę protiv starogo sělskogo vozu na dorozě.*"
6264;id;"byk";"kamennu stolb, močna opora, děl fundamenta pod mramornym městskym mostom";"*Inženěri upevnili centralьny **byk** mosta prěd jarnym hodom vasera.*"
6265;id;"bylina";"starodavna ruska istorična skaza, poetična balada o bogatyrjah i slаvě";"*Profesor prěčitał rědku **bylinų** o bezstrašnom vojakų Nikolaju.*"
6266;id;"bylina";"maly děl, odno steblo lěsnoj abo sělskej trěve, bazu biomov";"*Na pėsku nebylo nikakoj **byliny** zaradi dųgogo i tyažkogo bezdȯžďja.*"
6267;id;"byly";"ktory byl prědě, prědhodny, stvoreny v starodavnom prošlom časě vrěmene";"*Tuten **byly** načalьnik urěda dastał strog arešt za korupcijų.*"
6268;id;"bystro";"s velilkoju brzinoju, hitro, bostrějšo i bez nikakogo waiting, rychlo";"*Mlady b bėgun **bystro** prěbęgl cělu dųgų distancijų na centralьnom stadione.*"
6269;id;"bystrosť";"svojstvo močnoj rychlości, hitre dvyžeńje v prostranstvě abo v sčitańjų vrěmene";"*Inženěri prověrili **bystrosť** toka digitalьnoj informacije v novoj sěti.*"
6270;id;"bystry";"ktory dvyže sę s velilkoju brzinoju, hitrohodny, bostrý i actives";"*Gorsky **bystry** potok prěnesł svěžy vaser prěmye v sělsky dvorь.*"
6271;id;"byt";"tradiacijny stilь žitьja, sbyr obyčajev i materialьna srěda v krugu roda";"*Učeny izučaje starodavny **byt** slovjanskih graždanov v centralьnom regioně.*"
6272;id;"byti dȯlžėn";"mĕti urędnoje, moralьnoje abo finansovoje obęzańje učiniti něčto, musěti";"*Každy šofer mora **byti dȯlžėn** platiti avtostrahovku prěd zapuskom avto.*"
6273;id;"byti ili ne byti? to jest pytańje";"vědomy filosofsky vyraz Šekspira o najvysšej cěli i smyslu lųdskogo žitьja";"*Glumič na sceně teatra glosno skazał: **byti ili ne byti? to jest pytańje**.*"
6274;id;"byti ostråžny";"postupati velmi storožno, prověrjati bezpečnosť i viděti opasnosť";"*Ty dolžen **byti ostråžny** prěz transport tovarov prěz gorsky lěs.*"
6275;id;"byti podobny";"mĕti odnaky vzgled, kavalitet, barvų abo harakter s inym predmetom";"*Mala dětka počela **byti podobna** k svojej lųbimej babičkě.*"
6276;id;"byti prěhlåđeny";"bolěti prěz holodny věterь, mĕti napad kašla i plųćnu infekciju, prostuditi sę";"*On počel **byti prěhlåđeny** poslě dųgogo hoda po sněgu bez črvev.*"
6277;id;"byti prinuđeny";"byti pod nasilьnym vplyvom obstanovki, morati učiniti něčto prěz krizis";"*On byl **prinuđeny** prodati svoj novy avtomobilь zaradi dolgov.*"
6278;id;"byti sȯglåsny";"mĕti tože mněńje, podtverditi logikų drugogo člověka, ne činiti spora";"*Vsi direktori departamenta počeli **byti sȯglåsny** s novym planom.*"
6279;id;"byti";"eksistovati, žiti, mĕti status realьnosti v krugu tutejšego vesmira";"*Logika i matematika dvanadset věkov počela **byti** bazu vseh nauk.*"
6280;id;"byti";"vlastniti, mĕti u sebe, nuzdati sę v čem-nebudь jako lastnosť kogo-nebudь";"*U mladogo vojakа ne moglo **byti** nikakogo straha prěd vojskovoju ataloju.*"
6281;id;"byťje";"tože, čto i žitьje, globalьny status eksistencije vseh kletok i lųdi, bytije";"*Filosofija izučaje Zakoni vseh věkov i lųdskoje **byťje** na Zemli.*"
6282;id;"bytosť";"ziva kletka, životina, člověk abo nebesnoje biťje, ktore eksistuje, suščestvo";"*V gorskom lěsu žive rědka **bytosť**, ktoru lųdi nikada ne viděli.*"
6283;id;"bytosť";"vutarnja osnova, bazu, najvažnějša harakteristika i smysl čego-nebudь, sutnosť";"*Mudrań opisał vsu **bytosť** pravosudьja prěz svoj dųgy traktat.*"
6284;id;"byvati";"često eksistovati, vizitovati město dvoždany, abo dvygati sę prirědno prěz lěta";"*On lųbił **byvati** v centralьnoj bibliotekě grada každy aprilj.*"
6285;id;"byvol";"velila močna gorska rogata životina, tųčny dětinec korove s tme-sėroju kožoju";"*Sělsky rabotnik prěnesł tyažky voz s pomočju dveh močnyh **byvolov**.*"
6286;id;"byvši";"tože, čto i byly; ktory prěbyvał v urědu abo statusu v prědhodnom časě";"*Tuten **byvši** minister podał dokumenty v centralьny departament.*"
6287;id;"bzděti";"tiho vybrсыvati opasny gnilьny gaz iz anusa bez glosnogo zvųka";"*Neoridno **bzděti** v kancelaŕjų, kogda vsi lųdi sědęť blizo tebe.*"
2288;id;"bzdnųti";"učiniti jedan nagly, hitry broś zlogo gaza iz piješčevodnogo trakta";"*Stary bizon **bzdnųl** prěz tyažky seltropičny plod, ktory on jėdał.*"
6289;id;"čar";"magična moč, krasive čustvo lųbvi, abo ritual tvořeńja iluzije, koldovstvo";"*Mlada děvka imala prěkrasny **čar** v očkah, ktory privlačal vseh mužej.*"
6290;id;"carica";"žena-monarh, monarhińa, ktora vlastni cělo carstvo i neograničenu vlastь, carica";"*Sveća **carica** prědžela v mramorny dvorь pod močnu strazų armije.*"
6291;id;"carica";"žena abo děvka, ktora je supruga carja, plemenita aristokratka vyšejsšego statusa";"*Prěkrasna **carica** prědala zoloty vėnec v centralьny sobor boga.*"
6292;id;"carigrad";"starodavny slovjansky nazov dlja grada Konstantinopolь (moderny Stambul)";"*Mornaki otputovali v **Carigrad** dlja transporta vkusnyh prěprav Azije.*"
6293;id;"caŕsky";"ktory tyče sę carja, carice, luksuzny, zolotny i polny nebesnoj slavy";"*Oni vizitovali **caŕsky** gorsky zamok iz sěmna dcatogo stoletьja.*"
6294;id;"caŕstvo";"держаva, monarhija, gde cěla urędna moč leži v rukah carja, korablьstvo";"*Istorija opisyvaje močnoje **caŕstvo** Bizantije prěz věk slavy.*"
6295;id;"cědilo";"instrument, sěť abo tonky tekstilь dlja čistki židkosti od tyažkih elementov, sito";"*Babka prětočila svěžo sělskoje mleko prěz drěvanoje **cědilo**.*"
6296;id;"cěditi";"purifikovati židkosť, čistiti vaser abo vino s pomočju cědila, procěživatь";"*On rěšil **cěditi** jablokovy sok prěd vhodom gostij v sělsky domь.*"
6297;id;"cegla";"tvrdy četvrhorany črveny strojny material iz toženej gline, kirpič";"*Rabotniki prěnesli močnu **ceglų** dlja budovańja centralьnoj stěny.*"
6298;id;"ceglina";"jeden děl, kletka materiala cegle, upotrebjana na strojeńjų domov";"*Mlado inženěr vzął jednu **ceglinų** i prěprověril jej kavalitet.*"
2299;id;"cejlon";"tropičny gorsky ostrov v Indijskom okeaně, vědomy prěz vkusny čaj, Šri-Lanka";"*On kupił aromatny čaj iz **Cejlona** na centralьnom rynkų grada.*"
6300;id;"celer";"sělsky zelenogorsky plod-trava, kotroj klyn vživaie sę dlja vkusnyh suporь, selьderej";"*Ona dodała svěžy **celer** v tųčnu baraninų dlja večerneje hrane.*"
6301;id;"cěliti";"napraviti vzgled orųžьja, pušky, avtomata abo očka prěmye k objektu ataky";"*Vojak na avanpostu počel **cěliti** v volka, ktory dvygał sę v lěsu.*"
6302;id;"cělj";"obъjekt, cělь, prědrěkany punkt, do ktorogo bėži člověk, raketa abo plan";"*Finansova **cělj** našej modernoj firmy byla uspešno dastažena.*"
6303;id;"ćelja";"mala, prosta i holodna komnata v monastyru dlja asketa, abo v areštu dlja vora, kelija";"*Pustinny asket proživel dųge lěta v tutejšej tihoj **ćelji**.*"
6304;id;"cěljeva grupa";"sbyr graždanov abo čitatelьov, dlja ktorыh stvoreny tovar, kniga abo reklama";"*Mladi ljudi od dvadset lět byli glavna **cěljeva grupa** proekta.*"
6305;id;"cěljevy język";"jazyk, na ktory sę prěvodi text iz inogo originalьnogo jazyka prěz sčitańje";"*Medžuslovjanski jezik je **cěljevy język** dlja tutejšego CSV-slovaŕja.*"
6306;id;"cěljny";"ktory tyče sę cěli, napravleny prěmye do punkta, intentionalьny";"*Jego **cěljny** vzgled podtverdil, že on ne lųbi činiti gluposti.*"
6307;id;"cělkom";"polno, absolutno, gotovopravno v celom prostranstvě, vsaftrak, polnostьjų";"*Tuta modernu sųkńa je **cělkom** stvorena iz čistoj bavȯlny.*"
6308;id;"cělkovito";"tože, čto i cělkom; v celoj měrě, bez nikakogo nedostalka, totalьno";"*Njihna finansova bazu byla **cělkovito** uničižena prěz krizis.*"
6309;id;"cělkovity";"ktory s soderži v cělo, polny, totalьny, globalьny i bezsprěčny";"*Direktor prědložil **cělkovity** prěhled vseh dohodov za prošly god.*"
6310;id;"cělo čislo";"matematičny děl sčitańja, čislo bez nikakogo drobnogo abo dělenogo punkta";"*Na uroku aritmetiky dětki izučavali, kako umnožiti každy **cělo čislo**.*"
6311;id;"cělo";"tože, čto i cělkom; v polnoj měrě, absolutno i bez nikakogo nedostatka";"*Jego prěmya-velikoje bogatstvo bylo **cělo** potračeno prěz dųgy krizis.*"
6312;id;"cělodėnny";"ktory trvaie cěly denь, od samogo utra až do konca večera";"*Inženěri prěveli **cělodėnny** trěning dlja prověrky novoj baze danyh.*"
6313;id;"cělodnevny";"tože, čto i cělodėnny; ktory zapolnjaie cělo dvoždanoe dny vrěmę";"*Zaradi bujnosti burje transport ostał v **cělodnevnom** ostanovleńjų.*"
6314;id;"cělosť";"status polnosti, ne-razrušenьja, zaščita i totalьny kavalitet strukture";"*Armija moraše bråniti territorialьnu **cělosť** našej sělskej države.*"
6315;id;"cělovańje";"ritual i akt tknųti sę ustami k lica, rųkě abo ikoně jako znak lųbvi";"*Svečanoje **cělovańje** neoridno было prěz centralьny brak v soboru.*"
6316;id;"cělovatelj";"člověk, ktory actively cěluje kogo-nebudь s čustvom lųbvi i uvažeńja";"*Mlady **cělovatelj** prědał krasivu rozų svojej lųbimej blondinkě.*"
6317;id;"cělovati";"tknųti sę ustami k komu-nebudь dlja pokazańja lųbvi, hvaly abo uvažeńja";"*Mlada matь lųbila **cělovati** svoju novoroždenu dětku každy večerь.*"
6318;id;"cěly";"ktory nemaje nedostatka, polny v prostranstvě, cělkovity i ne-zlamany";"*On prěvel **cěly** aprilj, rabotajući na novom strojeńjų biblioteky.*"
6319;id;"cement";"strojny sėry tyažky porošok, ktory s pomočju vasera stvori močny beton";"*Rabotniki prěnesli tyažky **cement** dlja fundamenta novogo budynka.*"
6320;id;"cěna";"finansova cěnosť tovara abo uslųgi, sčytana v djenjezah na modernom rynkų";"*Tuta modernu sųkńa iz bavȯlny imala prěkrasnu **cěnų** na bazarě.*"
6321;id;"cěniti";"mĕti veliko uvažeńje k komu-nebudь, podtverditi rědku cěnosť čego-nebudь";"*My dolžny **cěniti** bratsku lųbov i mir v krugu našej obščine.*"
6322;id;"cěnnosť";"svojство rědkosti, kavaliteta i vysokoj cěne predmeta, djenjezi abo idėje";"*Profesor opisał istoričnu **cěnnosť** starodavnogo zolotnogo vėneca.*"
6323;id;"cěnny";"ktory imaie velilku cěnosť, dorgi, rědky i uvažany v obščestvě";"*Izslědovatelь našel **cěnne** arhivne dokumenty v sěvernыh gradah.*"
6324;id;"centigram";"maly děl mery tyažosti materije, jedna sotna děl grama";"*Aptekaŕ storožno sčitał každy **centigram** opasnoho bėlogo poroška.*"
6325;id;"centilitr";"maly děl mery obъjema židkosti, jedna sotna děl litra";"*Ona dodała tolьko jeden **centilitr** bismuta v laboratorny kųb.*"
6326;id;"centimetr";"maly děl mery dųgośti prostranstva, jedna sotna děl metra";"*Inženěr prověril, kako každy **centimetr** stěne slěduje proektu.*"
6327;id;"centr";"vutarnji centralьny punkt kruga, ploščadi, grada abo organizacije";"*V **centru** grada stojał prěkrasny mramorny bjust starogo barda.*"
6328;id;"centrala";"glavny uręd, kancelaŕja abo centralьna mašina, ktora upravljaie sistemoju";"*Električna **centrala** potratila dvygačų silų zaradi nagloj avarije.*"
6329;id;"centralizm";"sistem političnojej vlasti, gde cělo upraveńje leži v rukah jednogo centra";"*Vlada prědložila močny **centralizm** dlja rěšeńja finansovogo krizisa.*"
6330;id;"centralizovany";"ktory je upevnjany pod kontrolь jednogo upraveńja i centrali";"*Tuta država imaie **centralizovany** sistem vseh arhivnyh dokumentov.*"
6331;id;"centraľna nervna sistema";"anatomitny sistem, mozg i spinalьny děl, ktory kontroluje cělo tělo člověka";"*Opasny virus běsnosti uničižeje kletky v **centraľnoj nervnoj sistemě**.*"
6332;id;"centraľny komitet";"glavna uprava, sbyr voždov v komunističnoj abo inoj partiji";"*Glavny **centraľny komitet** prědrěkal novu antikorupcijnų anketu.*"
6333;id;"centraľny";"ktory leži v centru, najvažnějši, bazu-upravlajuči v struktuře";"*Oni pošli na **centraľnu** ploščadь grada, da by uviděli carsky bal.*"
6334;id;"centrizm";"politična pozicija medžu levymi i pravymi partijami, moderatny stilь";"*Jego **centrizm** pomogl ostanoviti buŕlivy politicalьny spor v sovětu.*"
6335;id;"cenzura";"urędny kancelaŕsky kontrolь nad textami i sětьjų dlja ostanovleńja svobody slova";"*Strog **cenzura** avtoritarnogo režima zakril vsu nezavisimų projų.*"
6336;id;"cenzurovati";"prověrjati i uničižati dělь teksta, filьma abo rěči na baze cenzure";"*Bjurokrat rěšil **cenzurovati** novu modernu brošurų o bųntě.*"
6337;id;"čep";"drěvany abo metalьny okrugly instrument-vėnec dlja zakrivańja bȯčke s vinom, probka";"*Otec vzął stary **čep** i hitro zakril centralьnu drěvanu bȯčkų.*"
6338;id;"cepelin";"gigantska vozdųšna mašina-balon s motorom dlja dųgogo letanьja lųdi vyšejsšo";"*V antičnyh časah velilky **cepelin** prěšel prěz Atlantičny okean.*"
6339;id;"ceremonija";"svečany urędny ritual s prědrěkanymi pravilami i krasivym stiljem";"*Njihna dųga **ceremonija** braka prěšla prěkrasno pod světlam sobora.*"
6340;id;"cěsaŕ";"vysoky carsky titul monarha, imperator velilogo močnogo cěsarьstva";"*Austrijsky **cěsaŕ** prěbyvał v luksuznom zamku blizo gorskogo lěsa.*"
6341;id;"cěsaŕstve";"tože, čto i imperija; močno gigantskoje carstvo pod vlastьjų cěsarja";"*Starodavne rimskoje **cěsaŕstvo** vlastnilo prěmya-mnoge narodi.*"
6342;id;"cetińje";"istoričny glavny grad države Črnogorija s prěkrasnoju gorskoju kulьturoju";"*V **Cetińjų** turisti lųbęť vizitovati stary mramorny dvorь carja.*"
6343;id;"cěvka";"tonka pusta trųbka, děl mašine dlja nity, cěvka, abo anatomitna kostь";"*Ona prědala novu nitь na drěvanu **cěvkų** tkackogo instrumenta.*"
6344;id;"cibulica";"maly děl, kletka cibulje, s soderžańjem sěmenka, abo maly anatomichesky klyn";"*Biolog izučaje, kako lěsna **cibulica** raste pod sěrym pėskom.*"
6345;id;"cibulja";"sělsky okrugly plod-trava s močnym zapahom i ostrym kiselým vkusom, luk";"*Babka dodała svěžu **cibuljų** v gorcy buljon iz baranine.*"
6346;id;"cibuljevity";"ktory imaie formų cibulje, okrugly s tonkimi slojami v struktuře";"*Katedralьny sobor imal prěkrasne **cibuljevite** zolotne krove.*"
6347;id;"cibuljevy";"ktory tyče sę cibulje, soderži cibuljų abo je stvoreny iz neje";"*Ona kupila vkusny **cibuljevy** salat na centralьnom rynkų grada.*"
6348;id;"cicka";"grudь u ženy, děl anatomii ženskogo těla, ktory dastaie mleko";"*Biologija opisyvaje, kako novoroždena dětka actively pije prěz **cickų**.*"
6349;id;"cicky";"sbyr ženskih grudej, mami-kletky u lųdi abo životin-korov";"*Maly byčėк dvygał sę blizo k svojej matere dlja dastańja **cicok**.*"
6350;id;"cifra";"grafičny znak, lětera sčitańja od nula do devat dlja tvořeńja čisla";"*On prědał pěrve **cifry** parola na anketnu stranicų v sěti.*"
